gene_id,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10
Gene_1040,23,64,35,53,30,29,22,55,32,14
Gene_1041,157,244,343,458,390,325,348,342,142,322
Gene_1042,156,192,152,121,222,139,181,176,108,119
Gene_1043,89,270,153,209,108,177,417,355,321,237
Gene_1044,204,214,82,108,117,174,132,133,70,166
Gene_1045,365,880,326,521,469,306,543,361,384,576
Gene_1046,420,450,280,279,452,366,497,651,327,434
Gene_1047,571,470,463,519,350,263,329,423,330,551
Gene_1048,338,192,123,110,221,259,126,264,266,226
Gene_1049,60,60,30,55,160,72,44,63,55,69
Gene_1050,209,207,397,415,320,235,274,371,398,184
Gene_1051,344,416,411,156,521,319,228,324,189,203
Gene_1052,109,183,204,231,93,205,176,277,233,308
Gene_1053,63,46,53,38,71,80,31,43,30,48
Gene_1054,121,120,84,72,98,168,124,162,163,121
Gene_1055,12,14,16,13,8,24,18,15,22,18
Gene_1056,666,194,468,518,351,369,270,427,216,291
Gene_1057,300,228,318,329,425,580,327,479,464,473
Gene_1058,442,418,317,467,446,799,359,232,626,305
Gene_1059,101,86,121,79,177,128,107,108,144,102
Gene_1060,122,114,93,132,77,93,182,164,157,108
Gene_1061,197,132,272,244,244,240,206,206,311,327
Gene_1062,55,88,67,147,64,163,77,102,131,192
Gene_1063,72,109,61,108,83,82,44,49,60,77
Gene_1064,129,64,68,104,52,58,99,144,104,66
Gene_1065,165,242,217,209,124,238,317,223,273,130
Gene_1066,183,146,458,322,210,332,278,252,202,309
Gene_1067,522,419,212,202,395,229,133,286,216,145
Gene_1068,984,496,320,590,507,575,356,483,681,644
Gene_1069,425,535,672,364,331,527,467,438,249,187
Gene_1070,149,109,117,204,183,231,123,133,183,260
Gene_1071,77,115,55,80,87,144,128,101,88,83
Gene_1072,361,457,213,476,253,230,494,500,524,417
Gene_1073,175,319,525,213,220,273,342,494,376,267
Gene_1074,358,254,311,339,462,277,218,95,130,259
Gene_1075,531,312,218,393,115,377,223,332,270,181
Gene_1076,186,248,132,111,288,164,110,167,126,79
Gene_1077,462,325,273,281,278,144,281,285,262,367
Gene_1078,197,307,346,167,120,166,104,182,230,245
Gene_1079,256,281,178,316,305,206,118,208,314,171
Gene_1080,276,250,217,319,121,243,544,180,231,197
Gene_1081,12,25,26,28,13,23,25,24,26,20
Gene_1082,103,189,172,177,334,323,260,255,134,258
Gene_1083,66,31,49,75,26,47,37,90,110,67
Gene_1084,559,610,197,486,582,545,429,505,497,365
Gene_1085,289,454,329,239,369,270,290,323,422,452
Gene_1086,387,154,182,169,241,178,207,235,205,317
Gene_1087,261,294,298,194,237,409,301,411,461,485
Gene_1088,105,185,115,42,128,119,80,83,86,83
Gene_1089,112,144,101,103,131,120,235,131,126,148
Gene_1090,215,157,224,107,119,93,130,130,115,105
Gene_1091,307,298,170,332,413,292,227,308,228,350
Gene_1092,178,273,290,160,134,190,146,250,218,206
Gene_1093,152,203,299,391,333,258,232,109,314,269
Gene_1094,482,609,418,486,190,349,429,702,705,684
Gene_1095,136,131,124,105,84,108,102,105,81,95
Gene_1096,120,180,62,114,127,124,171,54,77,39
Gene_1097,260,264,171,244,291,426,248,314,289,464
Gene_1098,165,188,280,415,311,192,270,217,171,165
Gene_1099,267,172,116,239,367,170,418,358,262,119
Gene_1100,251,292,212,197,282,264,286,94,163,322
Gene_1101,219,421,257,308,411,486,638,224,295,318
Gene_1102,342,452,297,704,505,504,378,505,695,423
Gene_1103,136,186,123,131,211,93,177,119,102,194
Gene_1104,250,236,212,137,195,287,135,524,329,260
Gene_1105,282,453,360,467,235,160,510,193,261,477
Gene_1106,250,258,191,137,134,203,293,124,183,272
Gene_1107,110,110,110,156,129,173,76,110,64,92
Gene_1108,82,107,82,56,136,105,120,78,70,122
Gene_1109,47,34,58,26,27,39,43,56,53,54
Gene_1110,240,355,425,355,336,400,380,310,435,564
Gene_1111,154,224,214,102,87,129,141,106,101,161
Gene_1112,386,271,317,355,361,302,139,543,206,374
Gene_1113,260,286,549,300,163,185,317,276,578,181
Gene_1114,170,204,365,421,442,241,289,219,487,244
Gene_1115,23,28,45,39,16,27,40,19,45,19
Gene_1116,167,158,220,215,192,162,125,110,124,77
Gene_1117,87,143,111,77,128,252,166,122,243,206
Gene_1118,275,437,325,276,192,445,338,280,254,263
Gene_1119,266,179,418,250,322,307,258,153,175,199
Gene_1120,157,109,121,231,93,102,84,73,52,72
Gene_1121,126,112,97,107,128,63,103,62,50,79
Gene_1122,502,229,842,397,499,394,492,616,569,481
Gene_1123,165,338,264,168,166,309,248,248,277,377
Gene_1124,137,115,92,113,53,76,93,45,82,129
Gene_1125,222,362,169,167,218,182,166,357,178,230
Gene_1126,381,399,488,571,392,660,408,150,515,414
Gene_1127,215,92,157,346,158,133,252,188,117,171
Gene_1128,102,102,91,129,120,58,153,155,100,89
Gene_1129,324,423,249,432,470,485,442,393,317,358
Gene_1130,17,29,12,23,29,12,11,19,28,26
Gene_1131,413,288,264,416,250,312,274,210,280,370
Gene_1132,193,424,230,649,516,344,191,231,489,287
Gene_1133,325,394,195,448,285,262,182,400,200,192
Gene_1134,18,23,13,28,25,27,25,19,21,27
Gene_1135,420,365,217,557,321,433,457,332,370,282
Gene_1136,244,299,410,389,166,300,707,495,432,285
Gene_1137,28,31,24,36,19,23,18,34,43,35
Gene_1138,168,258,212,386,242,202,250,219,133,165
Gene_1139,127,151,131,151,153,226,251,180,159,161
Gene_1140,599,282,527,607,611,358,667,287,398,456
Gene_1141,266,207,204,248,213,143,193,155,300,177
Gene_1142,54,74,54,80,61,102,49,60,56,76
Gene_1143,8,4,11,17,6,8,10,11,12,16
Gene_1144,355,181,393,473,167,198,394,225,215,180
Gene_1145,127,130,234,135,167,77,162,195,117,125
Gene_1146,83,173,147,110,182,214,98,127,125,317
Gene_1147,357,366,287,331,358,759,422,387,358,472
Gene_1148,209,150,118,134,129,135,146,97,138,197
Gene_1149,231,329,451,314,252,368,506,262,238,253
Gene_1150,207,175,293,354,289,490,138,220,276,379
Gene_1151,124,197,111,62,129,179,174,156,122,242
Gene_1152,398,213,246,429,528,238,304,396,327,217
Gene_1153,598,427,342,619,476,477,262,283,376,436
Gene_1154,182,148,154,63,160,109,65,127,92,112
Gene_1155,105,78,171,195,120,139,123,125,161,150
Gene_1156,232,150,141,129,226,135,113,144,139,185
Gene_1157,149,74,143,253,88,211,121,265,217,92
Gene_1158,110,91,189,135,127,86,194,150,116,104
Gene_1159,399,824,720,574,828,296,338,641,273,758
Gene_1160,232,196,243,152,70,240,192,255,251,97
Gene_1161,9,8,20,10,15,19,15,19,11,11
Gene_1162,657,476,219,146,226,221,461,233,118,469
Gene_1163,93,98,106,111,161,89,164,70,122,198
Gene_1164,144,162,126,179,149,286,203,201,155,357
Gene_1165,293,423,112,588,241,513,443,537,343,275
Gene_1166,207,149,291,170,308,265,295,263,217,246
Gene_1167,289,359,429,332,309,406,246,224,379,556
Gene_1168,238,758,425,514,439,329,328,508,763,280
Gene_1169,7,21,44,31,43,28,16,22,26,16
Gene_1170,68,54,66,48,70,93,46,38,54,34
Gene_1171,299,138,252,215,159,153,147,165,74,179
Gene_1172,64,50,106,109,56,67,147,109,81,76
Gene_1173,254,403,333,305,214,264,312,256,319,298
Gene_1174,287,331,636,308,485,509,462,366,542,265
Gene_1175,336,325,404,337,230,359,209,287,389,451
Gene_1176,453,207,513,389,296,474,271,409,448,517
Gene_1177,108,113,86,178,167,99,106,173,121,202
Gene_1178,380,219,113,151,234,236,227,251,323,300
Gene_1179,379,265,355,316,334,335,244,374,236,701
Gene_1180,402,230,1228,416,584,478,645,1071,319,380
Gene_1181,203,213,626,235,344,259,420,271,489,387
Gene_1182,376,314,345,357,356,519,335,286,262,260
Gene_1183,36,72,102,75,53,95,32,53,74,59
Gene_1184,435,231,389,427,308,425,220,390,338,170
Gene_1185,422,309,224,764,197,403,529,465,531,296
Gene_1186,126,128,135,138,161,198,113,181,125,116
Gene_1187,30,25,26,42,36,60,42,48,38,9
Gene_1188,179,172,243,252,292,155,137,235,184,255
Gene_1189,173,82,219,141,155,147,288,158,113,84
Gene_1190,57,68,45,48,70,138,68,64,79,60
Gene_1191,212,98,177,250,122,193,220,153,150,158
Gene_1192,469,456,443,306,536,324,486,375,455,749
Gene_1193,505,424,401,720,267,614,497,237,731,450
Gene_1194,333,482,599,265,266,523,216,382,544,510
Gene_1195,298,290,231,300,372,380,339,466,406,482
Gene_1196,353,386,372,310,447,836,358,417,332,328
Gene_1197,140,47,170,96,87,117,147,56,40,85
Gene_1198,27,25,43,37,31,19,16,23,29,22
Gene_1199,98,83,135,63,119,65,37,98,71,102
Gene_1200,173,197,290,239,192,246,355,251,283,176
Gene_1201,272,568,288,358,282,585,245,589,491,533
Gene_1202,138,150,218,243,163,192,223,263,329,275
Gene_1203,702,451,314,770,440,540,337,340,701,504
Gene_1204,26,44,66,36,36,64,34,35,43,34
Gene_1205,425,272,487,339,463,592,478,404,437,473
Gene_1206,487,333,647,346,629,478,388,615,212,317
Gene_1207,214,238,370,234,281,206,402,359,388,451
Gene_1208,141,72,103,157,104,50,53,78,101,116
Gene_1209,471,218,473,481,308,457,259,491,305,327
Gene_1210,79,106,50,81,138,127,69,107,147,126
Gene_1211,112,520,685,1088,414,422,576,348,363,456
Gene_1212,137,657,676,228,402,532,208,346,614,241
Gene_1213,568,416,394,283,420,355,418,595,368,291
Gene_1214,400,444,275,583,312,522,693,374,456,446
Gene_1215,304,364,440,357,314,409,392,281,159,182
Gene_1216,223,265,417,322,342,265,329,81,367,509
Gene_1217,27,40,46,28,19,31,14,12,21,11
Gene_1218,12,20,14,33,22,7,25,22,11,17
Gene_1219,423,597,773,843,364,247,665,457,536,539
Gene_1220,193,125,104,158,139,120,219,150,105,139
Gene_1221,326,328,515,530,373,373,630,300,325,365
Gene_1222,106,340,223,177,251,145,190,217,192,160
Gene_1223,457,326,443,494,333,415,253,433,483,479
Gene_1224,48,49,98,81,127,95,77,109,65,31
Gene_1225,122,62,84,90,63,63,78,123,67,125
Gene_1226,416,261,331,423,404,318,350,305,290,451
Gene_1227,8,10,4,16,11,9,13,7,6,17
Gene_1228,252,162,165,153,289,124,257,181,103,142
Gene_1229,26,28,35,80,67,51,81,34,37,40
Gene_1230,103,144,144,126,226,130,183,148,124,134
Gene_1231,366,444,398,447,733,405,272,583,452,334
Gene_1232,343,716,362,442,372,479,512,660,552,488
Gene_1233,152,545,175,151,325,163,205,112,155,174
Gene_1234,303,343,332,432,508,333,316,620,438,262
Gene_1235,25,16,19,29,12,22,18,18,12,8
Gene_1236,543,322,454,228,412,406,322,235,416,357
Gene_1237,433,756,429,658,657,564,395,396,741,425
Gene_1238,200,321,230,486,244,287,177,505,196,337
Gene_1239,221,489,440,551,305,288,276,420,338,630
Gene_1240,324,461,455,372,260,442,348,340,292,448
Gene_1241,288,88,144,182,132,212,123,158,262,332
Gene_1242,34,65,83,56,61,33,63,65,44,59
Gene_1243,154,416,266,252,210,195,159,258,174,124
Gene_1244,31,17,39,42,15,29,34,23,38,19
Gene_1245,139,412,310,337,237,279,138,165,243,325
Gene_1246,359,304,552,616,725,405,395,454,468,400
Gene_1247,551,593,533,305,450,411,682,377,394,532
Gene_1248,617,324,411,379,416,362,460,274,357,334
Gene_1249,288,275,136,197,239,180,149,165,225,177
Gene_1250,316,346,209,437,449,260,252,228,442,147
Gene_1251,283,329,363,159,154,227,378,203,266,331
Gene_1252,9,32,25,23,13,7,9,22,30,30
Gene_1253,142,169,207,242,174,98,165,253,204,144
Gene_1254,385,576,497,237,552,396,491,594,166,565
Gene_1255,199,272,142,170,437,369,213,177,254,360
Gene_1256,407,343,194,175,239,267,203,253,469,349
Gene_1257,380,606,329,418,422,701,323,437,352,476
Gene_1258,48,38,100,52,57,64,47,43,42,38
Gene_1259,77,111,168,118,170,162,238,246,155,157
Gene_1260,400,486,334,326,285,253,331,487,312,383
Gene_1261,25,30,8,10,14,9,18,12,33,20
Gene_1262,456,467,347,774,463,326,493,356,469,444
Gene_1263,430,466,257,458,264,368,166,465,301,257
Gene_1264,29,77,30,54,46,120,28,95,110,55
Gene_1265,311,237,247,245,484,273,275,162,380,176
Gene_1266,543,333,485,392,352,402,501,434,382,499
Gene_1267,214,413,492,428,674,442,489,598,263,336
Gene_1268,220,456,262,507,422,508,285,470,516,358
Gene_1269,289,276,537,324,361,443,413,302,250,331
Gene_1270,22,38,28,23,46,21,38,23,35,28
Gene_1271,308,203,112,539,246,316,279,372,536,587
Gene_1272,240,153,156,108,139,159,240,156,167,248
Gene_1273,99,68,74,80,69,72,141,66,52,74
Gene_1274,224,202,264,155,195,193,97,80,175,148
Gene_1275,274,140,389,345,408,567,426,321,451,565
Gene_1276,68,108,88,36,115,43,79,80,70,107
Gene_1277,198,171,234,125,177,104,188,213,153,165
Gene_1278,86,155,196,149,172,115,175,211,151,163
Gene_1279,81,95,106,77,114,68,46,77,83,100
Gene_1280,48,70,114,100,82,76,80,28,67,76
Gene_1281,66,108,131,85,80,67,139,183,94,150
Gene_1282,428,284,443,201,208,258,261,500,393,355
Gene_1283,237,191,295,503,276,112,201,213,240,272
Gene_1284,398,450,166,531,487,229,559,585,591,382
Gene_1285,66,63,93,59,138,117,73,105,130,63
Gene_1286,54,103,31,56,37,24,32,36,58,62
Gene_1287,388,228,736,325,592,628,828,1006,502,330
Gene_1288,349,279,396,292,333,271,248,401,322,310
Gene_1289,57,109,80,79,103,37,150,89,73,41
Gene_1290,479,318,318,280,347,394,342,304,637,284
Gene_1291,206,129,137,215,210,136,284,186,313,175
Gene_1292,343,313,387,465,566,188,227,216,319,362
Gene_1293,212,367,349,132,63,162,309,253,230,224
Gene_1294,542,466,175,458,304,279,220,433,236,331
Gene_1295,217,265,390,415,433,187,381,266,793,229
Gene_1296,31,12,31,18,30,21,19,29,17,33
Gene_1297,77,41,50,84,143,107,118,115,168,79
Gene_1298,295,351,307,435,185,249,229,146,288,190
Gene_1299,37,40,34,23,33,35,42,23,42,17
Gene_1300,157,121,107,114,171,143,99,70,117,246
Gene_1301,368,293,370,472,412,365,525,508,263,757
Gene_1302,499,316,274,369,290,211,516,623,667,520
Gene_1303,370,465,320,270,256,512,224,386,268,389
Gene_1304,21,27,30,13,14,22,20,10,18,34
Gene_1305,167,206,164,228,221,215,246,166,164,262
Gene_1306,129,558,262,246,221,283,396,520,807,495
Gene_1307,134,71,68,110,170,80,130,152,159,78
Gene_1308,231,927,318,279,328,663,454,287,191,475
Gene_1309,13,13,24,19,16,12,14,8,16,12
Gene_1310,594,504,525,255,342,354,375,284,360,217
Gene_1311,27,23,20,7,36,30,25,7,30,18
Gene_1312,129,147,227,295,219,178,106,243,207,184
Gene_1313,393,543,544,467,470,475,513,432,474,372
Gene_1314,305,338,160,349,197,359,157,166,333,216
Gene_1315,414,369,285,468,443,352,425,666,326,392
Gene_1316,135,172,204,280,401,141,221,103,162,341
Gene_1317,414,509,325,808,569,533,509,381,449,321
Gene_1318,182,260,214,182,202,172,189,227,222,90
Gene_1319,110,175,134,119,131,106,141,193,129,121
Gene_1320,326,185,399,482,610,533,492,434,439,448
Gene_1321,305,675,394,252,326,261,354,423,539,575
Gene_1322,361,487,407,675,325,456,91,382,484,287
Gene_1323,242,227,146,232,182,147,297,212,147,212
Gene_1324,491,467,352,713,543,466,662,770,428,511
Gene_1325,88,94,157,183,186,101,78,102,134,70
Gene_1326,273,178,243,247,318,297,336,213,365,327
Gene_1327,245,120,124,240,147,267,162,136,118,161
Gene_1328,109,68,36,107,77,28,90,74,62,49
Gene_1329,50,91,66,59,159,47,86,56,114,57
Gene_1330,281,149,175,121,127,91,209,155,112,200
Gene_1331,155,192,198,225,100,279,84,114,180,171
Gene_1332,103,138,153,267,243,212,62,136,144,139
Gene_1333,446,410,337,455,417,455,397,490,267,617
Gene_1334,314,244,276,276,149,215,208,172,170,207
Gene_1335,218,150,218,157,187,106,210,99,268,167
Gene_1336,405,404,320,353,296,427,426,286,212,491
Gene_1337,141,242,162,172,303,146,267,131,121,214
Gene_1338,488,359,296,613,424,423,738,385,336,397
Gene_1339,396,327,238,445,370,364,289,529,535,518
Gene_1340,249,288,243,310,313,224,344,131,315,213
Gene_1341,429,322,275,539,312,765,386,369,617,492
Gene_1342,537,378,365,724,700,320,278,386,652,472
Gene_1343,43,66,59,43,76,63,65,63,41,59
Gene_1344,129,424,289,149,228,212,293,287,248,316
Gene_1345,15,10,33,33,13,22,22,13,32,24
Gene_1346,350,272,262,241,266,256,365,251,445,337
Gene_1347,139,82,69,149,15,128,92,59,79,89
Gene_1348,40,31,30,22,35,44,63,54,35,33
Gene_1349,253,328,205,278,441,176,201,375,226,318
Gene_1350,79,45,91,40,53,68,69,68,72,100
Gene_1351,402,416,443,637,401,585,549,420,465,386
Gene_1352,283,407,338,423,388,399,426,589,436,388
Gene_1353,434,587,777,413,373,567,370,328,200,523
Gene_1354,514,246,342,259,297,322,184,264,420,313
Gene_1355,282,353,356,418,320,477,342,478,400,417
Gene_1356,351,304,326,509,313,161,559,204,393,250
Gene_1357,91,94,102,150,62,182,179,189,159,190
Gene_1358,10,29,36,34,31,15,47,14,30,25
Gene_1359,160,220,330,250,140,124,153,74,191,105
Gene_1360,163,95,202,127,140,112,88,90,128,107
Gene_1361,343,307,276,626,185,331,369,593,428,439
Gene_1362,109,64,77,62,109,93,81,82,41,68
Gene_1363,222,152,243,213,200,125,339,137,153,108
Gene_1364,505,362,411,391,377,357,355,308,408,308
Gene_1365,763,259,648,431,516,643,272,535,337,472
Gene_1366,54,25,32,63,90,38,90,67,44,56
Gene_1367,335,495,442,730,478,427,462,477,498,460
Gene_1368,59,65,57,94,68,73,82,99,77,101
Gene_1369,303,267,174,341,241,387,537,288,321,278
Gene_1370,167,549,638,181,381,556,395,153,418,481
Gene_1371,49,134,142,95,57,89,97,80,131,150
Gene_1372,294,280,276,130,517,297,158,359,317,202
Gene_1373,259,523,421,919,457,248,361,196,288,563
Gene_1374,460,522,537,370,467,369,408,139,414,457
Gene_1375,94,109,136,153,59,66,55,194,126,69
Gene_1376,463,938,492,405,565,501,324,381,395,403
Gene_1377,291,251,438,408,362,216,344,125,234,229
Gene_1378,22,12,25,11,21,15,22,6,26,16
Gene_1379,183,242,252,240,231,178,154,266,181,181
Gene_1380,47,18,74,78,62,70,57,75,40,33
Gene_1381,310,331,219,194,415,137,290,292,335,186
Gene_1382,289,670,364,382,571,266,337,538,519,310
Gene_1383,83,151,46,77,138,80,117,101,57,136
Gene_1384,68,52,40,54,53,46,41,58,62,46
Gene_1385,267,201,409,363,305,375,319,257,392,344
Gene_1386,484,306,196,250,303,233,182,232,286,164
Gene_1387,310,295,484,276,275,674,505,451,595,394
Gene_1388,183,259,211,260,132,150,127,195,155,341
Gene_1389,600,237,445,447,671,457,355,418,541,452
Gene_1390,119,71,58,47,65,73,59,86,88,52
Gene_1391,417,385,352,215,316,338,280,285,211,201
Gene_1392,26,17,28,18,45,34,20,36,28,30
Gene_1393,95,187,150,87,208,219,128,35,135,159
Gene_1394,403,488,514,389,407,579,770,347,463,357
Gene_1395,423,605,608,393,200,341,451,629,423,540
Gene_1396,365,423,528,365,170,775,304,251,171,463
Gene_1397,252,221,216,458,236,294,222,164,241,207
Gene_1398,153,192,224,262,104,285,158,113,91,122
Gene_1399,152,177,113,136,100,83,108,111,124,94
Gene_1400,316,255,270,197,196,252,107,303,208,274
Gene_1401,196,275,513,283,354,347,459,288,224,291
Gene_1402,381,434,245,523,209,431,391,558,601,558
Gene_1403,502,579,421,261,589,352,342,640,432,361
Gene_1404,487,236,363,285,185,471,676,453,366,352
Gene_1405,468,340,391,382,364,374,432,248,422,530
Gene_1406,118,183,118,215,128,186,312,130,190,197
Gene_1407,351,226,390,331,332,494,255,249,274,235
Gene_1408,94,121,135,90,72,136,129,126,137,127
Gene_1409,279,427,299,313,326,271,263,260,325,192
Gene_1410,160,146,243,156,324,245,135,176,148,209
Gene_1411,136,119,160,74,94,201,52,114,216,94
Gene_1412,256,338,182,217,337,246,394,203,314,266
Gene_1413,414,332,362,454,543,365,319,308,368,193
Gene_1414,476,447,205,442,190,335,255,199,166,359
Gene_1415,86,138,179,203,324,202,187,237,252,120
Gene_1416,186,262,307,419,197,220,291,507,518,307
Gene_1417,44,86,66,62,68,55,58,57,84,41
Gene_1418,464,804,589,460,413,614,467,385,510,451
Gene_1419,93,159,118,116,85,142,102,99,159,69
Gene_1420,278,354,649,450,648,299,300,436,397,550
Gene_1421,208,286,241,175,173,304,170,395,344,287
Gene_1422,360,159,285,200,161,243,224,262,254,277
Gene_1423,435,606,416,425,361,466,364,436,338,825
Gene_1424,239,327,142,175,160,316,261,210,157,253
Gene_1425,33,38,26,37,28,26,23,33,42,22
Gene_1426,127,300,58,186,212,233,99,105,139,158
Gene_1427,190,240,357,229,445,243,231,531,350,148
Gene_1428,204,235,106,179,151,118,198,272,90,312
Gene_1429,180,132,353,205,100,140,128,121,235,152
Gene_1430,62,62,79,48,61,69,75,51,53,84
Gene_1431,332,324,455,558,343,776,449,287,607,446
Gene_1432,195,276,534,354,285,178,284,288,165,211
Gene_1433,487,378,632,578,528,397,629,344,471,672
Gene_1434,210,212,260,191,336,342,398,166,380,219
Gene_1435,297,358,337,249,247,476,294,332,368,190
Gene_1436,194,164,276,111,214,154,177,204,194,127
Gene_1437,260,334,246,236,273,221,177,251,271,244
Gene_1438,23,42,24,29,29,44,26,38,25,20
Gene_1439,122,171,223,151,151,172,129,151,118,196
Gene_1440,149,90,174,106,190,181,148,110,86,107
Gene_1441,132,410,311,286,258,252,247,250,274,141
Gene_1442,329,209,218,153,169,133,201,86,196,205
Gene_1443,697,466,457,506,446,521,361,514,335,323
Gene_1444,13,37,33,24,34,51,40,25,31,18
Gene_1445,157,123,85,128,135,281,128,140,84,133
Gene_1446,62,47,41,75,54,29,44,77,44,56
Gene_1447,223,445,259,196,381,212,304,224,192,332
Gene_1448,811,361,177,369,502,381,283,293,646,397
Gene_1449,260,465,269,327,333,189,390,231,331,117
Gene_1450,47,34,77,23,56,33,39,34,42,45
Gene_1451,58,114,55,38,66,66,62,55,157,110
Gene_1452,157,96,95,133,88,82,171,67,149,167
Gene_1453,194,189,173,117,134,276,172,160,303,151
Gene_1454,436,506,259,267,301,332,423,158,473,309
Gene_1455,389,379,493,456,764,265,494,528,319,698
Gene_1456,424,505,692,858,420,428,559,477,627,486
Gene_1457,48,13,19,37,94,44,55,72,91,58
Gene_1458,164,81,332,152,263,260,281,274,235,166
Gene_1459,151,136,113,86,52,88,49,53,75,80
Gene_1460,126,181,351,175,242,161,170,213,150,164
Gene_1461,49,45,105,57,57,52,59,46,43,45
Gene_1462,464,233,244,313,672,396,376,420,328,263
Gene_1463,527,685,391,269,362,247,571,283,740,446
Gene_1464,479,417,369,674,548,578,410,453,250,240
Gene_1465,32,20,49,38,36,19,11,61,21,40
Gene_1466,179,83,138,109,171,145,84,98,85,50
Gene_1467,476,500,325,619,389,513,526,576,799,397
Gene_1468,259,498,150,345,235,591,402,239,153,250
Gene_1469,181,181,265,210,142,145,154,244,78,163
Gene_1470,414,302,262,273,350,194,225,364,628,274
Gene_1471,124,98,95,151,208,90,104,109,97,170
Gene_1472,338,437,428,321,247,221,250,397,552,415
Gene_1473,243,147,129,355,210,285,131,170,210,355
Gene_1474,378,102,362,364,198,478,178,472,236,326
Gene_1475,132,110,163,157,96,160,120,273,125,114
Gene_1476,257,177,158,180,330,332,205,316,354,180
Gene_1477,91,54,64,42,70,56,23,79,40,71
Gene_1478,129,78,62,57,153,117,62,101,52,131
Gene_1479,13,5,14,9,4,9,12,8,4,11
Gene_1480,116,144,149,204,155,173,80,165,122,151
Gene_1481,15,13,15,11,19,19,8,13,14,17
Gene_1482,205,102,206,225,235,196,320,156,272,205
Gene_1483,22,18,25,27,30,25,35,23,45,18
Gene_1484,76,133,99,84,142,142,184,79,78,43
Gene_1485,240,247,173,230,247,284,290,134,318,353
Gene_1486,80,77,175,223,170,111,140,193,215,187
Gene_1487,126,137,175,77,97,102,84,82,66,83
Gene_1488,177,147,198,214,223,162,248,167,119,384
Gene_1489,32,59,83,42,60,33,30,70,28,45
Gene_1490,333,275,305,252,451,306,228,327,402,203
Gene_1491,193,357,220,124,316,226,281,224,360,268
Gene_1492,75,128,87,171,59,84,91,121,104,67
Gene_1493,246,523,429,288,264,544,376,487,440,259
Gene_1494,42,33,44,62,80,48,33,57,83,61
Gene_1495,308,301,436,237,492,415,238,297,545,331
Gene_1496,10,35,16,25,22,16,38,14,12,22
Gene_1497,540,343,370,392,341,395,239,248,375,306
Gene_1498,328,252,176,177,265,325,178,187,313,208
Gene_1499,51,65,61,75,93,67,61,95,64,70
Gene_1500,238,262,316,472,384,202,653,448,169,226
Gene_1501,370,415,322,169,133,338,396,270,293,263
Gene_1502,172,93,127,85,129,167,192,121,81,168
Gene_1503,222,285,241,127,467,414,268,546,451,262
Gene_1504,211,312,221,258,205,379,275,282,144,363
Gene_1505,247,139,265,213,208,222,236,202,252,248
Gene_1506,7,4,9,19,9,22,14,8,5,10
Gene_1507,370,225,305,148,287,157,236,120,241,148
Gene_1508,338,505,241,451,355,335,323,278,475,442
Gene_1509,256,494,323,289,341,526,511,384,449,192
Gene_1510,452,733,427,330,581,342,586,391,416,416
Gene_1511,88,161,97,71,112,143,133,127,171,98
Gene_1512,504,271,715,188,371,513,543,846,370,312
Gene_1513,37,87,56,60,56,70,51,90,66,59
Gene_1514,340,386,416,231,283,369,399,356,224,230
Gene_1515,269,182,297,273,246,675,297,286,239,451
Gene_1516,27,21,13,16,18,10,26,22,19,15
Gene_1517,313,144,330,184,183,148,211,156,263,110
Gene_1518,282,328,334,239,252,382,241,272,433,346
Gene_1519,502,474,314,280,151,506,360,266,346,828
Gene_1520,470,436,493,280,320,453,323,332,673,534
Gene_1521,86,69,177,198,105,149,137,130,65,123
Gene_1522,327,186,283,214,226,318,179,263,237,356
Gene_1523,425,223,156,256,472,375,568,572,400,425
Gene_1524,403,299,495,327,624,230,330,429,459,346
Gene_1525,49,326,235,165,124,228,264,226,301,176
Gene_1526,82,178,177,166,191,206,177,199,252,272
Gene_1527,316,605,218,361,290,205,294,363,401,215
Gene_1528,86,122,120,150,121,96,85,188,150,72
Gene_1529,258,172,345,311,173,243,558,410,495,278
Gene_1530,391,237,291,389,456,271,219,278,250,201
Gene_1531,29,44,34,36,26,34,31,27,18,32
Gene_1532,270,265,227,348,400,215,227,490,198,374
Gene_1533,658,575,118,288,429,213,670,498,345,363
Gene_1534,264,161,264,171,207,136,259,238,223,229
Gene_1535,505,328,373,292,460,324,358,372,407,204
Gene_1536,295,306,354,180,447,289,342,527,119,250
Gene_1537,491,398,320,226,443,222,257,351,291,537
Gene_1538,182,121,220,179,239,329,284,309,263,227
Gene_1539,234,272,387,488,510,332,343,376,293,256
Gene_1540,25,62,72,48,32,39,38,73,44,64
Gene_1541,271,274,242,325,178,272,350,314,192,221
Gene_1542,316,515,339,310,392,749,478,391,375,383
Gene_1543,583,513,595,355,368,377,302,471,422,428
Gene_1544,276,333,325,196,210,398,244,178,282,277
Gene_1545,344,337,581,379,538,522,653,428,369,429
Gene_1546,77,105,72,78,124,64,74,62,41,73
Gene_1547,461,377,753,431,264,553,318,410,495,247
Gene_1548,15,35,34,33,43,34,17,19,41,26
Gene_1549,41,66,57,68,50,66,96,79,50,54
Gene_1550,62,45,27,29,43,56,52,50,54,36
Gene_1551,441,293,223,492,372,213,200,310,301,456
Gene_1552,390,355,342,663,407,468,152,430,361,316
Gene_1553,230,349,236,267,511,175,130,216,316,275
Gene_1554,534,417,765,326,567,201,496,339,302,601
